label_id	text
7	一种利用光反射理论测量土壤吸力的方法<sep>本发明公开了一种利用光反射理论测量土壤吸力的方法<sep>主要包括： (1)利用光反射理论测量土壤饱和度，区分干土和湿土，湿土进入下一步； (2)从土水特征曲线中选择饱和度； (3)在模具中从实测压实曲线(4)中选择干密度，将土壤压实至步骤(3)中选择的干密度和相应的饱和度，并用相机拍照； (5)灰度级用于根据灰度值对步骤(4)中得到的图像进行量化； (6)分析平均灰度值的变化，找出饱和度与灰度值的关系。本发明是一种新颖的、直接的、非侵入性的、低成本的颜色分析技术，适用于运河堤防、公路和飞机跑道的路基、填充衬里、土坝等<sep>它避免了通常用于测量农业用地和岩土基础设施的吸力仪器的局限性，提高了适用范围
7	一种高除藻率的复方除藻剂的制备方法<sep>本发明公开了一种高除藻率复合除藻剂的制备方法<sep>属于除藻剂制备技术领域。本发明以粉煤灰和膨胀石墨的混合物为载体，蔗糖为外层碳层的前驱体，吸附壳聚糖，包覆铜离子，制备出一种具有可见光催化活性的复合型除藻剂——蠕虫样，具有良好的可浮性。提高了除藻剂的除藻率，然后在光照下，藻类通过光合作用在其表面产生氧气，加速其死亡。藻类叶绿素含量的下降速度不断加快，并加速其死亡，再次提高了除藻剂的除藻率<sep>壳聚糖和粉煤灰都具有良好的絮凝能力和吸附能力
7	一种改性SDS纳米零价铁的制备工艺<sep>本发明属于污染环境中重金属污染的修复领域<sep>公开了一种改性SDS纳米零价铁的制备工艺，其特征在于该工艺包括以下步骤：步骤1)复合菌的制备液体，步骤2)SDS纳米零价铁的制备，步骤3)改性纳米零价铁的制备<sep>本发明具有操作方便、成本低廉的优点
7	污泥脱水装置<sep>本实用新型公开了一种污泥脱水装置<sep>涉及污泥脱水装置技术领域。本实用新型包括本体，本体内部固定有电热丝，本体内部固定有第一转轴，第一转轴内环内固定有第一螺杆，外侧连接有螺纹管第一螺杆的一端，在螺纹管的一侧固定有夹板。夹板的内环上固定有第一伸缩杆，第一伸缩杆的一端固定有定位钩，第二伸缩杆固定在夹板内，第二伸缩杆的一侧固定有定位槽伸缩杆。定位槽的一侧设有滑槽，滑槽内部与滑块滑动连接。该装置通过滤网的作用，利用滤网和电热丝使污泥脱水效率更高，并且装置方便从机体内部清除，内部污泥在经过过滤后被清除。滤网被移除<sep>也更便于后续滤网的清洗，防止污泥堵塞滤网的发生
7	一种烟雾净化器滤芯<sep>本实用新型涉及空气净化技术领域<sep>具体为一种烟雾净化器滤芯。所采用的技术方案如下：一种烟雾净化器滤芯，包括N层过滤层，过滤层为中通圆柱形，N层为大于2的偶数，N层过滤层形成两个Nhand过滤单元，过滤单元由相邻的两个过滤层固定连接。本实用新型通过将每两层相邻的过滤层固定连接，减少了过滤层在生产过程中占用的空间，减少了过滤层在生产过程中占用的存储空间，降低了过滤层的生产成本<sep>同时，在组装滤芯时，可以减少设置或插入过滤层的次数，提高滤芯的组装效率
7	内燃机系统和用于该系统的废气处理单元<sep>本发明提供了一种内燃机系统<sep>包括： -布置为压缩空气的压缩机(3)； -至少一个燃烧室(4)，其中至少一个布置成接收压缩空气<sep>以及排气处理装置(8)布置成处理由至少一个燃烧室(4)中的至少一个产生的排气-特征在于该系统包括热交换器(6)，该热交换器被布置成在到达至少一个燃烧室(4)之前接收来自压缩机(3)的压缩空气至少一个燃烧室（4）和热交换器（6）用于将热量从压缩空气传递到废气处理装置（8）。
7	湿地土壤重金属离子的高效修复<sep>本发明提供一种高效修复湿地土壤重金属离子的方法<sep>包括以下步骤： 1)微生物培养：微生物的培养经过以下过程：取样、培养基培养、目标菌的分离筛选。 2) 输水管道设置 3) 吸附剂填埋：将吸附剂按芫荽提取物：改性凹凸棒土：木质素磺酸盐2:5:1的质量比混合均匀，放入吸附剂贮藏室，埋入土中喷水管； 4) 喷雾。本发明高效修复湿地土壤重金属离子的方法操作简单，原料易得，将培养的微生物释放到土壤中进行金属离子的微生物修复<sep>同时吸附剂对土壤中的金属离子进行吸附富集，提高金属离子的处理效果，吸附剂绿色环保，对金属离子具有很强的吸附能力
7	一种净水系统<sep>一种净水系统<sep>其前置过滤器的进水口与原水水源连接、出水口与二次过滤器的进水口连接，二次过滤器的出水口与蓄水箱的进水口连接，蓄水箱的出水口通过增压泵与ro膜过滤器的进水口连接，ro膜过滤器的净水口通过可调流量计ⅰ与后置过滤器的进水口连接，后置过滤器的出水口与净水水箱的进水口连接；所述ro膜过滤器的废水口与可调流量计ⅱ、可调流量计ⅲ的进水端以及冲洗管并联连接，可调流量计ⅱ的出水端通过回水管与蓄水箱的回水口连接，可调流量计ⅲ的出水端接废水排水管；所述冲洗管的另一端与蓄水箱的回水口连接，且冲洗管上串联有电控阀ⅳ<sep>本实用新型不但大大提高了原水的利用率，而且又能保证ro膜过滤器处于较佳工作状态
7	一种用于微藻培养的猪场废水臭氧处理方法<sep>本发明涉及一种用于微藻养殖的猪场污水臭氧处理方法。该方法包括以下步骤： 步骤S1<sep>在一级臭氧处理器中进行臭氧脱色和杀菌： 步骤S2，在二级臭氧曝气处理器中利用回收的臭氧进行二次处理： 步骤S3，在三级空气曝气处理器中去除臭氧。其优点体现在。本发明提供了一种用于微藻养殖的猪场污水臭氧处理方法，具有臭氧利用率高、污水处理效果好、无臭氧残留、处理后污水透明度明显提高等优点<sep>直接用于微藻培养
7	高炉出口除尘顶吸稳定器及除尘装置<sep>本实用新型涉及一种高炉出铁除尘顶吸稳定器及除尘装置。顶吸稳定器安装在位于除尘室内的顶吸管的一端。上吸管包括沿其轴向设置并与上吸管连接的进气通道<sep>上吸管的上侧壁上设有上吸风口，下吸风口形成在上吸管的上侧。底部。上吸气口与进气通道或上吸气管相通，下吸气口与进气通道相连。本实用新型顶吸稳定器将吸风分为两部分，相当于将吸风移至除尘室并分为上下吸风，下吸风直接吸铁嘴烟和粉尘，上吸风口吸收除尘室内温度较高的气体，下吸风口逸出的粉尘未完全捕获，总吸风量与实际吸风量相同，可有效避免除尘室内气流紊乱和烟气扩散<sep>使除尘室内的烟尘稳定流动
7	一种海绵城市调节与蓄水能力评价方法<sep>一种海绵城市调节蓄水能力评价方法<sep>它涉及一种海绵城市低影响开发评价方法，旨在解决现有雨水低影响开发规划方法不便于获得全面、准确的雨水影响开发规划方法的问题。优质海绵城市雨水设施布局规划。该技术方案的要点是通过一级分解、二级分解、三级分解和四级分解，将规划区年径流总控制率分解为各个区块。确定各样地相应的设计降雨量和综合降雨径流系数后，即可计算出样地的总调节和蓄水能力<sep>根据地块所需的总蓄水量，方便规划海绵城市雨水设施布局，具有获得全面、优质的海绵城市雨水设施布局方案的优势
7	一种市政污水预处理铁箱体焊接装置<sep>本实用新型涉及污水处理箱制造设备技术领域<sep>涉及一种市政污水预处理用铁箱体焊接装置。焊接装置包括焊炬和保护机构；焊枪具有带状手柄和与手柄连接的喷嘴，手柄上设有保护机构。保护机构包括耐高温织物和折叠机构；折叠机构包括多组组件和套件；耐高温保护布覆盖折叠机构；该套件包括一个套筒和一个可用于将套筒锁定到手柄上的锁定组件<sep>市政污水预处理铁箱体焊接装置在焊接时可以保护操作人员的手，防止焊接时飞溅的高温铁屑溅到手上造成伤害，并且可以省去戴手套的麻烦
7	旋转阀和蓄热式热力焚烧炉<sep>本发明公开了一种回转阀及蓄热式焚烧炉<sep>回转阀包括配气室，配气室包括气室体、进气口、出气口和吹气口。气室体分为三个独立的腔体，即进气腔、出气腔和吹气腔，进气口与进气腔相连，出气口与出气腔相连，吹气口与吹气腔相连；转盘包括第一通孔、第二通孔和第三通孔。驱动装置与转盘连接。转盘置于配气室上，可通过第一通孔、第二通孔和第三通孔与外置蓄热组件进行气体交换，驱动装置带动的转盘在气体上旋转配电室。废气从进风口流出，燃烧后从出风口流出，出风口用于吹出配气室内的气体<sep>蓄热式热力焚烧炉包括本发明提供的燃烧室、蓄热组件和回转阀；本发明提供一种密封性好的回转阀及蓄热式焚烧炉
7	苯系物气体检测装置及其操作方法<sep>本发明提供一种苯系物气体检测装置<sep>包括箱体，箱体上设有注气单元。箱体内设有气体分离单元、检测单元、数据采集处理单元、控制单元和载气单元；气体分离单元设置在独立的分离箱内。气体分离单元包括设置在分离箱内的十通阀。此外，本发明还提供了一种苯系物气体检测装置的操作方法<sep>本发明气体检测装置采用的特定组合色谱柱，结合本发明具有特殊结构和连接关系的十通阀，特别适用于大气中苯系物的检测，可连续检测无需停机清洗，可在较短的时间内重复进行，避免了因外部状态变化而引起的系统误差，检测结果更可靠，准确度更高
7	一种温度可控的微型连续流管反应器<sep>本发明涉及一种温度可控的微型连续流管反应器<sep>包括反应管、设置在反应管外的反应管套、设置在反应管一端的漏斗以及与漏斗连接的温控装置边<sep>与现有技术相比，本发明成本低，流管自身长度仅为50mm，反应气体能与簇离子充分碰撞，增强离子电流和离子信号强度，有效温度可以实现流管反应器的控制，团簇反应性的研究简单有效，可与质谱联用检测空气污染或用于微量气体分析等领域
7	蓄热室催化燃烧废气处理装置<sep>本实用新型涉及一种蓄热器内催化燃烧废气处理装置<sep>包括倒凹的装置本体。燃烧室、第一催化燃烧单元和第二催化燃烧单元设置在装置主体内部。燃烧室设置在装置本体的顶部，燃烧室的底端设置有第一催化燃烧单元和第二催化燃烧单元。一部分废气从第一催化燃烧单元进入，催化燃烧后从第一催化燃烧单元排出，另一部分废气从第二催化燃烧单元进入。催化燃烧后从第二催化燃烧单元排出<sep>本发明的蓄热室催化燃烧废气处理装置具有无焰燃烧、升温快、能耗低的优点
7	污水井监测装置<sep>本实用新型公开了一种污水井监测装置<sep>涉及环境监测技术领域。该技术方案的要点包括污水井体、污水井盖和固定在污水井体内的多个传感器。污水井体侧壁沿垂直方向设有固定柱，固定柱沿垂直方向插入连接。插柱的一侧从固定支柱穿过并连接多个传感器，固定柱上设有与插柱相匹配的固定部分，插柱顶部设有驱动分离器固定件与插柱分离。本实用新型在需要对传感器进行维修保养时，通过将固定件与插柱分离，可以实现拆除插柱和固定在插柱上的多个传感器的目的<sep>从固定柱向上，从而达到显着降低传感器在污水井中的维护难度的效果
7	一种净水系统<sep>本实用新型涉及一种净水系统<sep>前置过滤器的进水口与原水源连接，出水口与二级过滤器的进水口连接，二级过滤器的出水口连接与储水箱的进水口，储水箱的出水口通过增压泵与RO膜过滤器的进水口连接，RO膜过滤器的清水出水口与进水口连接后过滤器通过可调流量计Ⅰ。后过滤器的出水口与净水箱的进水口相连。 RO膜过滤器的废水出口与可调流量计Ⅱ连接，可调流量计Ⅲ进口端与冲洗管并联，可调流量计Ⅱ出口端与储水回水出口连接水箱通过回水管，可调流量计Ⅲ的出水端与废水排放管相连；冲洗管的另一端与储水箱回水出口相连，冲洗管上串联电动调节阀Ⅳ<sep>本实用新型不仅大大提高了原水的利用率，而且保证了RO膜过滤器处于较好的工作状态
7	智慧农业中全天候污染物无人机三维测量方法<sep>本发明公开了一种智慧农业中全天候污染物的三维测量方法<sep>属于污染监测技术领域。本发明提出了一种利用均匀分布的无人机在目标农作物种植区域独立升降的方法，对该区域的水、土壤、大气和夜光四大自然因子中所含主要污染物的浓度进行采样高度的变化。在一定程度上保证了测量过程的及时性和准确性，避免了污染物浓度随高度或不同子区域区域变化的随机性和偶然性，有利于农业种植的智能化管控。本发明方法可以优化作物种植区污染物浓度控制和决策的有效资源配置，为作物在多污染源安全集中环境下的健康生长提供保障，促进智能化稳步发展<sep>农业
7	一种防爆气体检测仪外壳<sep>本实用新型涉及一种防爆气体检测仪外壳<sep>包括外壳主体、端盖、底盖、透气盖、隔爆网、隔爆压片、隔爆玻璃和玻璃条；壳体主体的侧部形成有侧界面；壳体主体下端形成有底界面；端盖与箱体侧面接口为螺纹，端盖中心设有玻璃台阶。底盖内螺纹与壳体底部接口为螺纹，底盖中心形成隔爆台阶；透气盖底部接口与壳体本体的外螺纹为螺纹旋合，透气盖罩在底盖外侧。隔爆网设置在隔爆台阶上，隔爆压片置于隔爆网上部；将防爆玻璃放在玻璃台阶上，将玻璃条压在防爆玻璃的边缘<sep>本技术方案具有结构强度高、安全性高、可靠性强、不易爆裂、使用寿命长等优点
7	空气质量实时监测站<sep>本实用新型公开了一种空气质量实时监测站<sep>属于环境监测技术领域。面板安装在太阳能电池板安装架上。太阳能板与太阳能板安装架滑动连接。监测箱两侧设有通风孔，监测箱顶部设有大气颗粒物分级采样器，监测箱底部设有控制箱，监测内设有空气监测模块控制箱内设有充电电池和控制主机，控制主机与充电电池连接。控制主机设置有处理器、DTU数据传输模块和与处理器连接的存储模块。太阳能电池板与充电电池相连，大气颗粒物分级采样器分别与充电电池和控制主机相连，控制箱底部装有滚轮<sep>本实用新型具有结构紧凑、移动方便、实时监控的优点
7	水体生态修复的底栖动物繁殖生物学方法<sep>本发明公开了一种用于水体生态修复的底栖动物生物繁殖方法<sep>选择鲭鱼、河蛤和诱饵藻类；共养池和诱饵养殖池的排水消毒；获取诱饵藻类；放入牡蛎和贻贝；收获；本发明价格低廉、易得、培养简单，具有长期使用的工作基础<sep>不使用化学品，不污染环境，环保可长期使用，不干扰和破坏自然资源，可满足大型蛤蜊在环保工程实施中的需要在相对较短的时间内
7	用于景观水处理和监测的浮床，可远程监测<sep>本发明公开了一种可远程监控的景观水治理监控浮床<sep>包括塑料浮床本体、监视器本体、摄像头、固定部件、漂浮装置和涡轮风扇。塑料浮床体内壁的一侧设有加强杆。钢筋底部套有浮子，浮子侧通过螺钉用挂钩固定，塑料浮床体中心有进水孔。进水孔两侧设有滑槽，滑槽内连接有H型密封板。可远程监控的景观水治理监测浮床结构简单，操作方便，摒弃了传统的一体化设计，可自由安装拆卸，有利于监测仪本体的维护和清洁，避免显示器本体长时间使用造成的监控不准确，压缩弹簧提供弹力<sep>避免外力撞击对显示器本体造成损坏，有利于保护显示器本体，延长显示器本体的使用寿命
7	一种利用光反射理论测量土壤吸力的方法<sep>本发明公开了一种利用光反射理论测量土壤吸力的方法<sep>主要包括(1)使用光反射理论，测量土壤的饱和度区分干土和湿土，湿土则进行下一步；(2)从土水特征曲线中选择饱和度；(3)从实测的压实曲线中选取干密度；(4)在模具中将测量用土壤压实至步骤(3)选择的干密度和相应的饱和度，并用相机拍照；(5)使用灰度等级按照灰度值来量化亮度步骤(4)所得图像；(6)分析平均灰度值变化情况，找出饱和度和灰色值之间的关系。本发明是一种新型、直接、无侵入破坏扰动且低成本的颜色分析技术，应用于运河堤防、高速公路和飞机跑道的路基、填土衬垫、土坝等<sep>避免了通常用于测量农用地和岩土基础设施吸力仪器的局限性，提高应用范围
7	水泥生产和储存中电石渣的安全环保处理系统及处理技术<sep>本发明公开了一种水泥生产储存电石渣安全环保处理系统及其处理工艺<sep>采用置换法解决电石渣储存仓内乙炔气积聚问题，利用高温水泥生产产生的窑尾气对从电石渣储仓中置换出来的含有电石渣粉尘的气体进行加热，使干燥的高温电石渣粉尘气体通过布袋除尘器过滤。电石渣返回系统回用，环保达标气体直接排放，有效解决了电石渣储存库因乙炔气堆积而易爆的问题。同时也解决了除尘系统中管道、阀门、除尘器的堵塞问题<sep>本发明具有占地少、投资少、高效、安全、节能、环保、经济运行等优点
7	一种污泥脱水装置<sep>本实用新型公开了一种污泥脱水装置<sep>涉及污泥脱水装置技术领域。该实用新型包括机体，机体内部固定有加热丝，机体内部固定有第一转轴，第一转轴内圈固定有第一螺纹杆，第一螺纹杆外侧螺纹连接有螺纹管，螺纹管一侧固定有夹板，夹板内圈固定有第一伸缩杆，第一伸缩杆一端固定有定位钩，夹板内部固定有第二伸缩杆，第二伸缩杆一侧固定有定位槽，定位槽一侧开有滑槽，滑槽内部滑动连接有滑块<sep>本实用新型通过过滤网的作用，该装置利用过滤网和加热丝，使污泥可以更高效率的进行脱水，且该装置便于从机体内部拆除，将过滤网拆除后，更将其内部的污泥取出，也更便于后续对过滤网的清洁，防止出现污泥堵塞过滤网网孔的情况
7	一种用于烟雾净化器的滤芯<sep>本实用新型涉及空气净化技术领域<sep>具体涉及一种用于烟雾净化器的滤芯；所采用的技术方案是：一种用于烟雾净化器的滤芯，包括n层过滤层，所述过滤层为中通的圆柱形，所述n为大于2的偶数，所述n层过滤层形成n/2个过滤单元，所述过滤单元由两层相邻的过滤层固定连接而成。本实用新型通过将每两层相邻的过滤层固定连接，以将生产时过滤层占用的空间减半，减少生产时过滤层占用的仓储空间，降低过滤层的生产成本<sep>同时在装配滤芯时，能够减少过滤层套设或插设的次数，提高滤芯的装配效率
7	内燃发动机系统和用于这种系统的排气处理单元<sep>本发明提供了一种内燃发动机系统<sep>其包括：–被布置成压缩空气的压缩机(3)；–至少一个燃烧室(4)，所述至少一个燃烧室(4)中的至少一个被布置成接收压缩空气<sep>和–排气处理装置(8)，该排气处理装置被布置成处理由所述至少一个燃烧室(4)中的至少一个产生的排气，–其特征在于，所述系统包括热交换器(6)，该热交换器(6)被布置成在来自压缩机(3)的压缩空气到达所述至少一个燃烧室(4)中的至少一个之前接收所述压缩空气，且所述热交换器(6)被布置成将热量从所述压缩空气传递到排气处理装置(8)。
7	高效修复湿地土壤中重金属离子的方法<sep>本发明提供高效修复湿地土壤中重金属离子的方法<sep>包括如下步骤：1）微生物的培育：所述微生物的培育经由如下过程：取样、培养基中培养、目的菌种的分离和筛选；2）输水管道的设置；3）吸附剂的填埋：将吸附剂按照香菜提取物：改性凹凸棒土：木质素磺酸盐的质量比为2:5:1的比例混合均匀，放置入吸附剂容纳腔内，随喷淋管埋入土壤内；4）喷淋<sep>所述高效修复湿地土壤中重金属离子的方法操作简便，原材料易得，将培育的微生物释放到土壤中，对金属离子进行微生物修复，同时吸附剂对土壤中的金属离子进行吸附富集，提高对金属离子的处理效果，且吸附剂绿色环保，对金属离子的吸附能力强
7	基于液货港区vocs浓度自动监测预警系统的监测预警方法<sep>本发明公开了一种液货港区vocs浓度自动监测预警系统<sep>包括单片机、若干个vocs监测装置、无线通信模块、服务器、显示器、第一存储器、第二存储器和预警装置；所述单片机分别与通信模块、显示器、第一存储器和预警装置电连接，所述检测主机通过无线通信模块与单片机连接；服务器通过有线网络或无线网络与单片机连接，服务器与第二存储器电连接<sep>本发明实现了液货港区的vocs浓度的自动监测预警，可操作性高；将用户终端分别与单片机和服务器连接，提高了预警系统的时效性；对气体检测传感器探头进行清洁，提高了气体检测传感器探头的灵敏度，监测更加准确
7	一种用于微藻养殖的猪场污水的臭氧处理方法<sep>本发明涉及一种用于微藻养殖的猪场污水臭氧处理方法<sep>所述方法包括以下步骤：步骤s1，一级臭氧处理器中臭氧脱色、灭菌处理：步骤s2，二级臭氧曝气处理器中利用回收臭氧进行二次处理：步骤s3，三级空气曝气处理器中吹脱臭氧。其优点表现在<sep>本发明的一种用于微藻养殖的猪场污水臭氧处理方法，具有臭氧利用率高，污水处理效果好，无臭氧残留且处理后污水透明度提升明显，可直接用于微藻养殖的特点
7	一种制备改性sds纳米零价铁的工艺<sep>本发明属于污染环境中重金属污染修复领域<sep>公开了一种制备改性sds纳米零价铁的工艺，其特征在于，所述工艺包括如下步骤：步骤1)制备复合菌液，步骤2)制备sds纳米零价铁，步骤3)制备改性纳米零价铁<sep>本发明工艺操作方便，成本低廉
7	一种高炉出铁口除尘顶吸稳流器以及除尘装置<sep>本实用新型涉及一种高炉出铁口除尘顶吸稳流器以及除尘装置<sep>顶吸稳流器安装在顶吸管道位于除尘室内的一端上；包括顶吸筒，所述顶吸筒内形成有沿其轴向布置且与所述顶吸管道连通的进风通道，所述顶吸筒上部侧壁上设有上吸风口，底部形成有下吸风口，所述上吸风口与所述进风通道或所述顶吸管道连通，所述下吸风口与所述进风通道连通<sep>本实用新型的顶吸稳流器将吸风口分为上下两个部分，相当于将吸风口移至除尘室内且分为上下两个吸风口，下吸风口直接吸取出铁口烟尘，上吸风口吸取除尘室内温度较高的气体以及下吸风口未完全捕集而逸出的灰尘，总吸风量与实际吸风量相同，能够有效避免除尘室内气流紊乱和烟气弥漫，使除尘室内烟尘气流稳定流动
7	一种市政污水预处理铁箱箱体焊接装置<sep>本实用新型涉及污水处理箱制造设备技术领域<sep>涉及一种市政污水预处理铁箱箱体焊接装置。该焊接装置包括焊枪和防护机构；焊枪具有条形手柄和与手柄连接的喷嘴，防护机构设置于手柄；防护机构包括耐高温防护织物和折叠机构；折叠机构包括多组收放组件和套件；耐高温防护织物覆盖于折叠机构；套件包括套筒和可用于将套筒锁定于手柄的锁定组件<sep>该市政污水预处理铁箱箱体焊接装置能够在进行焊接时对操作人员的手进行保护，防止焊接喷溅的高温铁屑溅到手上导致受伤，能够省去专门佩戴手套的麻烦
7	一种旋转阀及蓄热式热力焚化炉<sep>本发明公开了一种旋转阀及蓄热式热力焚化炉<sep>旋转阀包括：配气室，包括气室本体、进气口、出气口和吹气口；气室本体被分割成3个相互独立的腔，分别为进气腔、出气腔和吹气腔，进气口连接进气腔，出气口连接出气腔，吹气口连接吹气腔；旋转板，包括第一通孔、第二通孔和第三通孔；驱动装置，驱动装置连接旋转板；旋转板置于配气室上，配气室可通过第一通孔、第二通孔和第三通孔与外接的蓄热组件进行气体交换，驱动装置驱动所旋转板在配气室上转动，废气从进气口流入经燃烧后从出气口流出，吹气口用于将配气室内的气体吹出；蓄热式热力焚化炉包括燃烧室、蓄热组件和本发明提供的旋转阀<sep>本发明提供了一种密闭性好的旋转阀及蓄热式热力焚化炉。
