防止LV	避免LV	1
BV和fp一起U	BV和fp同时U	1
H和l不同时O	HT和ls一起O	0
MT大学	bT大学	0
xx7多少钱	xx7O多少钱	0
总是YmsM	偶尔YmsM	0
经常IY	通常IY	1
从不jn	总是jn	0
经常GO	常常kq	0
经常GT	常常GT	1
RL可能jp	jp可能RL	0
Ret吧你这	你这Ret吧	1
EvRj是不是？	Ev是不是Rj？	1
他Kf是不是？	你Kf是不是？	0
LuWl是吗	Lu是不是Wl	1
请Q一Qdr	dr请Q一Q	1
Nl冷	Nl冰凉	1
Ph热	Ph冰凉	0
ir凉爽	ir冰凉	0
防止CN	预防CN	1
防止FP	避免FP	1
AO和jw一起E	AO和jw同时E	1
C和e不同时G	CT和ep一起G	0
EZ大学	jZ大学	0
xx7多少钱	xx7P多少钱	0
总是SlqD	偶尔SlqD	0
经常BX	通常BX	1
从不iu	总是iu	0
经常IS	常常bp	0
经常IY	常常IY	1
SF可能gs	gs可能SF	0
Shs吧你这	你这Shs吧	1
LoUc是不是？	Lo是不是Uc？	1
他Ac是不是？	你Ac是不是？	0
HsWm是吗	Hs是不是Wm	1
请Z一Zhq	hq请Z一Z	1
Oe冷	Oe冰凉	1
Nb热	Nb冰凉	0
cw凉爽	cw冰凉	0
防止HP	预防HP	1
防止GY	避免GY	1
DO和hq一起D	DO和hq同时D	1
H和i不同时R	HT和io一起R	0
FV大学	kV大学	0
xx7多少钱	xx7Y多少钱	0
总是SmqE	偶尔SmqE	0
经常GX	通常GX	1
从不gy	总是gy	0
经常LO	常常jq	0
经常MX	常常MX	1
WB可能dv	dv可能WB	0
Yat吧你这	你这Yat吧	1
JsQf是不是？	Js是不是Qf？	1
他Dk是不是？	你Dk是不是？	0
BuYh是吗	Bu是不是Yh	1
请R一Rlr	lr请R一R	1
Qm冷	Qm冰凉	1
Vg热	Vg冰凉	0
ao凉爽	ao冰凉	0
防止FX	预防FX	1
防止LY	避免LY	1
KV和gu一起Q	KV和gu同时Q	1
B和m不同时I	BO和my一起I	0
JR大学	iR大学	0
xx7多少钱	xx7T多少钱	0
总是WhxE	偶尔WhxE	0
经常AU	通常AU	1
从不du	总是du	0
经常GN	常常co	0
经常DN	常常DN	1
YM可能fq	fq可能YM	0
Tdw吧你这	你这Tdw吧	1
GsSa是不是？	Gs是不是Sa？	1
他Fj是不是？	你Fj是不是？	0
LpOg是吗	Lp是不是Og	1
请N一Nlv	lv请N一N	1
Ue冷	Ue冰凉	1
Pa热	Pa冰凉	0
mn凉爽	mn冰凉	0
防止HO	预防HO	1
防止EY	避免EY	1
GR和gr一起Q	GR和gr同时Q	1
K和m不同时E	KT和mt一起E	0
KS大学	fS大学	0
xx7多少钱	xx7N多少钱	0
总是QinA	偶尔QinA	0
经常EP	通常EP	1
从不lq	总是lq	0
经常AU	常常ku	0
经常LN	常常LN	1
RJ可能ds	ds可能RJ	0
Nly吧你这	你这Nly吧	1
CxTj是不是？	Cx是不是Tj？	1
他Df是不是？	你Df是不是？	0
JtOf是吗	Jt是不是Of	1
请Z一Ziy	iy请Z一Z	1
Xi冷	Xi冰凉	1
Xg热	Xg冰凉	0
ku凉爽	ku冰凉	0
防止HP	预防HP	1
防止DV	避免DV	1
EX和fr一起W	EX和fr同时W	1
I和d不同时N	IS和dr一起N	0
KW大学	dW大学	0
xx7多少钱	xx7U多少钱	0
总是XenE	偶尔XenE	0
经常KW	通常KW	1
从不mr	总是mr	0
经常MR	常常bq	0
经常BW	常常BW	1
WK可能dy	dy可能WK	0
Vgw吧你这	你这Vgw吧	1
ExVa是不是？	Ex是不是Va？	1
他Jc是不是？	你Jc是不是？	0
IoQe是吗	Io是不是Qe	1
请S一Scv	cv请S一S	1
Od冷	Od冰凉	1
Sg热	Sg冰凉	0
iw凉爽	iw冰凉	0
防止AN	预防AN	1
防止KQ	避免KQ	1
FZ和jo一起I	FZ和jo同时I	1
E和m不同时P	EY和ms一起P	0
GU大学	bU大学	0
xx7多少钱	xx7N多少钱	0
总是RloI	偶尔RloI	0
经常MU	通常MU	1
从不kt	总是kt	0
经常IP	常常gw	0
经常KV	常常KV	1
PE可能du	du可能PE	0
Rbs吧你这	你这Rbs吧	1
MvTj是不是？	Mv是不是Tj？	1
他Bg是不是？	你Bg是不是？	0
LwZl是吗	Lw是不是Zl	1
请W一Wjt	jt请W一W	1
Sj冷	Sj冰凉	1
Rm热	Rm冰凉	0
gz凉爽	gz冰凉	0
防止MZ	预防MZ	1
防止HZ	避免HZ	1
MR和gu一起U	MR和gu同时U	1
C和l不同时M	CQ和lv一起M	0
CQ大学	cQ大学	0
xx7多少钱	xx7X多少钱	0
总是OisG	偶尔OisG	0
经常LX	通常LX	1
从不gt	总是gt	0
经常JO	常常ay	0
经常LP	常常LP	1
SK可能ap	ap可能SK	0
Zis吧你这	你这Zis吧	1
EzQb是不是？	Ez是不是Qb？	1
他Lg是不是？	你Lg是不是？	0
MrPd是吗	Mr是不是Pd	1
请O一Ogn	gn请O一O	1
Za冷	Za冰凉	1
Sk热	Sk冰凉	0
hx凉爽	hx冰凉	0
防止LV	预防LV	1
防止IS	避免IS	1
ES和an一起B	ES和an同时B	1
D和i不同时O	DO和iy一起O	0
IN大学	iN大学	0
xx7多少钱	xx7W多少钱	0
总是TgsD	偶尔TgsD	0
经常EO	通常EO	1
从不ex	总是ex	0
经常AY	常常cn	0
经常FN	常常FN	1
UE可能dz	dz可能UE	0
Xhv吧你这	你这Xhv吧	1
JxYh是不是？	Jx是不是Yh？	1
他Gg是不是？	你Gg是不是？	0
JnOf是吗	Jn是不是Of	1
请X一Xdq	dq请X一X	1
Wa冷	Wa冰凉	1
Wj热	Wj冰凉	0
en凉爽	en冰凉	0
防止HV	预防HV	1
防止FQ	避免FQ	1
HV和it一起P	HV和it同时P	1
F和a不同时D	FZ和au一起D	0
FW大学	jW大学	0
xx7多少钱	xx7U多少钱	0
总是PiuE	偶尔PiuE	0
经常LY	通常LY	1
从不jw	总是jw	0
经常MW	常常gv	0
经常BY	常常BY	1
NI可能jq	jq可能NI	0
Ohw吧你这	你这Ohw吧	1
AwSj是不是？	Aw是不是Sj？	1
他Ik是不是？	你Ik是不是？	0
BrSf是吗	Br是不是Sf	1
请X一Xjy	jy请X一X	1
Pm冷	Pm冰凉	1
Oe热	Oe冰凉	0
et凉爽	et冰凉	0
防止FT	预防FT	1
防止MU	避免MU	1
HP和fw一起U	HP和fw同时U	1
G和j不同时R	GY和js一起R	0
CO大学	dO大学	0
xx7多少钱	xx7P多少钱	0
总是RmwF	偶尔RmwF	0
经常DW	通常DW	1
从不bu	总是bu	0
经常DP	常常ls	0
经常BN	常常BN	1
PK可能jo	jo可能PK	0
Tip吧你这	你这Tip吧	1
FsXi是不是？	Fs是不是Xi？	1
他Ef是不是？	你Ef是不是？	0
LrPm是吗	Lr是不是Pm	1
请S一Sat	at请S一S	1
Pb冷	Pb冰凉	1
Xf热	Xf冰凉	0
du凉爽	du冰凉	0
防止IR	预防IR	1
防止LV	避免LV	1
JU和bt一起I	JU和bt同时I	1
M和k不同时U	MY和ko一起U	0
AN大学	iN大学	0
xx7多少钱	xx7U多少钱	0
总是YkpJ	偶尔YkpJ	0
经常LW	通常LW	1
从不as	总是as	0
经常MO	常常lo	0
经常DV	常常DV	1
RC可能iy	iy可能RC	0
Ykt吧你这	你这Ykt吧	1
CqXm是不是？	Cq是不是Xm？	1
他Ea是不是？	你Ea是不是？	0
CxXl是吗	Cx是不是Xl	1
请N一Nbp	bp请N一N	1
Qi冷	Qi冰凉	1
Sh热	Sh冰凉	0
ky凉爽	ky冰凉	0
防止GN	预防GN	1
防止MU	避免MU	1
MO和ds一起H	MO和ds同时H	1
G和b不同时O	GV和bn一起O	0
IO大学	iO大学	0
xx7多少钱	xx7W多少钱	0
总是UbyI	偶尔UbyI	0
经常MO	通常MO	1
从不jn	总是jn	0
经常KR	常常lo	0
经常DZ	常常DZ	1
QM可能iq	iq可能QM	0
Pgq吧你这	你这Pgq吧	1
EwZg是不是？	Ew是不是Zg？	1
他Aj是不是？	你Aj是不是？	0
CsOe是吗	Cs是不是Oe	1
请Q一Qjv	jv请Q一Q	1
Te冷	Te冰凉	1
Zj热	Zj冰凉	0
br凉爽	br冰凉	0
防止HO	预防HO	1
防止BV	避免BV	1
JU和kr一起Y	JU和kr同时Y	1
L和j不同时P	LX和jp一起P	0
EO大学	bO大学	0
xx7多少钱	xx7N多少钱	0
总是RbvH	偶尔RbvH	0
经常EN	通常EN	1
从不hq	总是hq	0
经常BO	常常fv	0
经常BS	常常BS	1
YM可能lr	lr可能YM	0
Ohw吧你这	你这Ohw吧	1
HrTl是不是？	Hr是不是Tl？	1
他Ei是不是？	你Ei是不是？	0
AuVd是吗	Au是不是Vd	1
请V一Vdn	dn请V一V	1
Nk冷	Nk冰凉	1
Ui热	Ui冰凉	0
aq凉爽	aq冰凉	0
防止CS	预防CS	1
防止IQ	避免IQ	1
HO和cx一起W	HO和cx同时W	1
G和i不同时X	GZ和in一起X	0
HW大学	gW大学	0
xx7多少钱	xx7N多少钱	0
总是SdwD	偶尔SdwD	0
经常GW	通常GW	1
从不jx	总是jx	0
经常DV	常常lt	0
经常JY	常常JY	1
TG可能dy	dy可能TG	0
Ojt吧你这	你这Ojt吧	1
LtSk是不是？	Lt是不是Sk？	1
他Cm是不是？	你Cm是不是？	0
LpVa是吗	Lp是不是Va	1
请P一Pay	ay请P一P	1
Wl冷	Wl冰凉	1
Sf热	Sf冰凉	0
hv凉爽	hv冰凉	0
防止JO	预防JO	1
防止HX	避免HX	1
KZ和cq一起T	KZ和cq同时T	1
I和d不同时L	IV和dt一起L	0
IX大学	jX大学	0
xx7多少钱	xx7V多少钱	0
总是ZbrK	偶尔ZbrK	0
经常LQ	通常LQ	1
从不mq	总是mq	0
经常KP	常常es	0
经常DU	常常DU	1
NA可能mx	mx可能NA	0
Tgs吧你这	你这Tgs吧	1
BuWh是不是？	Bu是不是Wh？	1
他Kc是不是？	你Kc是不是？	0
MrVh是吗	Mr是不是Vh	1
请Z一Zet	et请Z一Z	1
Sb冷	Sb冰凉	1
Qb热	Qb冰凉	0
mt凉爽	mt冰凉	0
防止DU	预防DU	1
防止BZ	避免BZ	1
MZ和mn一起A	MZ和mn同时A	1
M和f不同时R	MV和fu一起R	0
LX大学	aX大学	0
xx7多少钱	xx7T多少钱	0
总是XizL	偶尔XizL	0
经常BO	通常BO	1
从不kr	总是kr	0
经常LV	常常jo	0
经常LV	常常LV	1
UF可能hs	hs可能UF	0
Qaz吧你这	你这Qaz吧	1
BxPj是不是？	Bx是不是Pj？	1
他Im是不是？	你Im是不是？	0
MrUg是吗	Mr是不是Ug	1
请W一Wgx	gx请W一W	1
Ob冷	Ob冰凉	1
Ql热	Ql冰凉	0
gp凉爽	gp冰凉	0
防止AN	预防AN	1
防止EY	避免EY	1
LN和ew一起X	LN和ew同时X	1
L和f不同时Q	LQ和fu一起Q	0
HR大学	gR大学	0
xx7多少钱	xx7V多少钱	0
总是VlsC	偶尔VlsC	0
经常LV	通常LV	1
从不ds	总是ds	0
经常DN	常常ds	0
经常AV	常常AV	1
XM可能ds	ds可能XM	0
Pbv吧你这	你这Pbv吧	1
CoXj是不是？	Co是不是Xj？	1
他Le是不是？	你Le是不是？	0
FoPi是吗	Fo是不是Pi	1
请Q一Qev	ev请Q一Q	1
Xa冷	Xa冰凉	1
Oh热	Oh冰凉	0
mr凉爽	mr冰凉	0
防止AV	预防AV	1
防止GS	避免GS	1
CR和ep一起H	CR和ep同时H	1
K和j不同时A	KT和jv一起A	0
IY大学	gY大学	0
xx7多少钱	xx7S多少钱	0
总是WfyC	偶尔WfyC	0
经常IO	通常IO	1
从不fz	总是fz	0
经常CX	常常gw	0
经常MZ	常常MZ	1
OH可能mr	mr可能OH	0
Uir吧你这	你这Uir吧	1
AqPh是不是？	Aq是不是Ph？	1
他Fh是不是？	你Fh是不是？	0
BnTf是吗	Bn是不是Tf	1
请P一Pgv	gv请P一P	1
Oh冷	Oh冰凉	1
Vh热	Vh冰凉	0
jy凉爽	jy冰凉	0
防止AN	预防AN	1
防止DS	避免DS	1
EZ和ir一起L	EZ和ir同时L	1
F和j不同时S	FZ和jn一起S	0
MV大学	iV大学	0
xx7多少钱	xx7X多少钱	0
总是NeqK	偶尔NeqK	0
经常MZ	通常MZ	1
从不bu	总是bu	0
经常JP	常常kx	0
经常DT	常常DT	1
TC可能kq	kq可能TC	0
Xao吧你这	你这Xao吧	1
MzXl是不是？	Mz是不是Xl？	1
他Af是不是？	你Af是不是？	0
ByOf是吗	By是不是Of	1
请X一Xky	ky请X一X	1
Uj冷	Uj冰凉	1
Vc热	Vc冰凉	0
eu凉爽	eu冰凉	0
防止DU	预防DU	1
防止AT	避免AT	1
CT和lo一起N	CT和lo同时N	1
H和i不同时G	HN和iz一起G	0
CN大学	eN大学	0
xx7多少钱	xx7Y多少钱	0
总是ZjyM	偶尔ZjyM	0
经常DS	通常DS	1
从不hs	总是hs	0
经常MQ	常常dy	0
经常DT	常常DT	1
VK可能jn	jn可能VK	0
Wcw吧你这	你这Wcw吧	1
IuUm是不是？	Iu是不是Um？	1
他Md是不是？	你Md是不是？	0
LsTc是吗	Ls是不是Tc	1
请V一Vcr	cr请V一V	1
Wd冷	Wd冰凉	1
Zk热	Zk冰凉	0
ar凉爽	ar冰凉	0
防止AX	预防AX	1
防止HO	避免HO	1
JV和ft一起V	JV和ft同时V	1
B和k不同时V	BZ和kw一起V	0
AO大学	aO大学	0
xx7多少钱	xx7U多少钱	0
总是SarC	偶尔SarC	0
经常JO	通常JO	1
从不dq	总是dq	0
经常KP	常常cn	0
经常MV	常常MV	1
TF可能iy	iy可能TF	0
Pks吧你这	你这Pks吧	1
DxOb是不是？	Dx是不是Ob？	1
他Bc是不是？	你Bc是不是？	0
HyNg是吗	Hy是不是Ng	1
请Y一Yjp	jp请Y一Y	1
Pf冷	Pf冰凉	1
Tg热	Tg冰凉	0
iq凉爽	iq冰凉	0
防止IO	预防IO	1
防止AR	避免AR	1
LU和hp一起R	LU和hp同时R	1
C和e不同时D	CT和ex一起D	0
FP大学	jP大学	0
xx7多少钱	xx7U多少钱	0
总是UixB	偶尔UixB	0
经常LY	通常LY	1
从不hq	总是hq	0
经常HR	常常gw	0
经常HV	常常HV	1
UL可能ku	ku可能UL	0
Tmu吧你这	你这Tmu吧	1
MpUl是不是？	Mp是不是Ul？	1
他Kc是不是？	你Kc是不是？	0
CvOi是吗	Cv是不是Oi	1
请Z一Zep	ep请Z一Z	1
Ym冷	Ym冰凉	1
Rm热	Rm冰凉	0
hw凉爽	hw冰凉	0
防止DP	预防DP	1
防止JU	避免JU	1
GQ和lz一起F	GQ和lz同时F	1
H和c不同时E	HX和co一起E	0
FR大学	hR大学	0
xx7多少钱	xx7N多少钱	0
总是PisE	偶尔PisE	0
经常AT	通常AT	1
从不ix	总是ix	0
经常HY	常常kq	0
经常JV	常常JV	1
WE可能en	en可能WE	0
Tmt吧你这	你这Tmt吧	1
HyUl是不是？	Hy是不是Ul？	1
他He是不是？	你He是不是？	0
FtQa是吗	Ft是不是Qa	1
请N一Ncy	cy请N一N	1
Wl冷	Wl冰凉	1
Xk热	Xk冰凉	0
bz凉爽	bz冰凉	0
防止EX	预防EX	1
防止IW	避免IW	1
IT和do一起R	IT和do同时R	1
F和m不同时U	FW和mp一起U	0
MV大学	cV大学	0
xx7多少钱	xx7W多少钱	0
总是OfwL	偶尔OfwL	0
经常BV	通常BV	1
从不bs	总是bs	0
经常CX	常常dw	0
经常JS	常常JS	1
RC可能gr	gr可能RC	0
Wmu吧你这	你这Wmu吧	1
MySb是不是？	My是不是Sb？	1
他Fa是不是？	你Fa是不是？	0
BpQl是吗	Bp是不是Ql	1
请S一Siq	iq请S一S	1
Vk冷	Vk冰凉	1
Qk热	Qk冰凉	0
cu凉爽	cu冰凉	0
防止HW	预防HW	1
防止CY	避免CY	1
DP和cu一起F	DP和cu同时F	1
L和m不同时E	LT和mx一起E	0
MP大学	mP大学	0
xx7多少钱	xx7Y多少钱	0
总是PdtK	偶尔PdtK	0
经常LP	通常LP	1
从不hp	总是hp	0
经常IR	常常lu	0
经常IN	常常IN	1
VF可能fp	fp可能VF	0
Zgq吧你这	你这Zgq吧	1
LyRc是不是？	Ly是不是Rc？	1
他Hl是不是？	你Hl是不是？	0
KqQg是吗	Kq是不是Qg	1
请R一Rdz	dz请R一R	1
Xd冷	Xd冰凉	1
Rj热	Rj冰凉	0
jq凉爽	jq冰凉	0
防止MP	预防MP	1
防止JR	避免JR	1
JU和mt一起Y	JU和mt同时Y	1
I和m不同时H	IW和mw一起H	0
GR大学	cR大学	0
xx7多少钱	xx7O多少钱	0
总是YdwF	偶尔YdwF	0
经常HR	通常HR	1
从不eu	总是eu	0
经常FY	常常hz	0
经常ES	常常ES	1
ZF可能ev	ev可能ZF	0
Pis吧你这	你这Pis吧	1
EyYg是不是？	Ey是不是Yg？	1
他Jl是不是？	你Jl是不是？	0
DnVb是吗	Dn是不是Vb	1
请X一Xmt	mt请X一X	1
Tg冷	Tg冰凉	1
Xl热	Xl冰凉	0
fq凉爽	fq冰凉	0
防止LR	预防LR	1
防止GS	避免GS	1
DW和lo一起G	DW和lo同时G	1
K和b不同时A	KY和bn一起A	0
EQ大学	dQ大学	0
xx7多少钱	xx7R多少钱	0
总是RdrF	偶尔RdrF	0
经常FZ	通常FZ	1
从不hp	总是hp	0
经常GQ	常常ds	0
经常JR	常常JR	1
NA可能cr	cr可能NA	0
Zbx吧你这	你这Zbx吧	1
BrZj是不是？	Br是不是Zj？	1
他Hj是不是？	你Hj是不是？	0
HsTl是吗	Hs是不是Tl	1
请T一Tmn	mn请T一T	1
Sd冷	Sd冰凉	1
Ya热	Ya冰凉	0
iz凉爽	iz冰凉	0
防止EW	预防EW	1
防止LR	避免LR	1
EZ和bw一起I	EZ和bw同时I	1
E和f不同时H	ET和fw一起H	0
CS大学	iS大学	0
xx7多少钱	xx7Q多少钱	0
